Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Complexity,Syllables,Source
ABRIDGEMENT,207,535,2.0278623208298707e-08,9.324133843408173e-09,8.227514898910193e-07,331,0,0,0,0,0,0,0,0,3,12of12inf
ABRIDGEMENTS,208,63,2.3879500226594737e-09,1.42402990630548e-09,3.4678161847197796e-07,57,0,0,0,0,0,0,0,0,3,12of12inf
ABRIDGES,209,71,2.6911817715686132e-09,1.4073656624295272e-09,2.792049036919879e-07,55,0,0,0,0,0,0,0,0,3,12of12inf
ABRIDGING,210,412,1.5616435068820685e-08,6.209647297805717e-09,6.40638160092438e-07,298,0,0,0,0,0,0,0,0,3,12of12inf
ABRIDGMENT,211,513,1.9444735898798573e-08,1.1985037652689853e-08,1.2898897182795354e-06,389,0,0,0,0,0,0,0,0,3,12of12inf
ABRIDGMENTS,212,68,2.577469865727686e-09,1.58676100128556e-09,3.2412094320797083e-07,50,0,0,0,0,0,0,0,0,3,12of12inf
ABROAD,213,230466,8.735576030511718e-06,6.1965425226653365e-06,2.8899926454123323e-05,114848,0,0,0,0,0,0,0,0,2,12of12inf
ABROGATE,214,7105,2.6930769699992957e-07,1.4053054986326057e-07,3.927861264103711e-06,4412,2009,0,0,2009,0,0,0,0,3,12of12inf
ABROGATED,215,2208,8.369196269892251e-08,5.2840972949266106e-08,2.6891871677933515e-06,1523,2009,0,0,2009,0,0,0,0,4,12of12inf
ABROGATES,216,437,1.6564034284161746e-08,1.0352568366286575e-08,1.1498758209428177e-06,291,2009,0,0,2009,0,0,0,0,3,12of12inf
ABROGATING,217,496,1.8800368432366652e-08,1.2144135667883606e-08,8.63521700382462e-07,442,2009,0,0,2009,0,0,0,0,4,12of12inf
ABROGATION,218,1950,7.391273879660276e-08,4.280847681540033e-08,2.162888017889846e-06,1422,2009,0,0,2009,0,0,0,0,4,12of12inf
ABROGATIONS,219,2,7.580793722728488e-11,5.861147781669403e-12,6.551664817954099e-09,1,2009,0,0,2009,0,0,0,0,4,12of12inf
ABROGATOR,220,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABROGATORS,221,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABRUPT,222,8066,3.0573341083763994e-07,3.1369709726924045e-07,7.12262077826611e-06,6616,2009,0,0,0,0,0,0,0,2,12of12inf
ABRUPTER,223,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABRUPTEST,224,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABRUPTLY,225,3483,1.3201952268131662e-07,1.4235166568766095e-07,4.7360286521392796e-06,2926,2009,0,0,0,0,0,0,0,3,12of12inf
ABRUPTNESS,226,9,3.4113571752278197e-10,3.9553389610365323e-10,1.8117789240445896e-07,9,2009,0,0,0,0,0,0,0,3,12of12inf
ABRUPTNESSES,227,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABS,228,309800,1.1742649476506429e-05,9.833490222574718e-06,0.0001568547087412725,21696,0,0,0,0,0,0,0,0,1,12of12inf
ABSCESS,229,511,1.9368927961571286e-08,1.2934042220504794e-08,1.5892201773505586e-06,301,0,0,0,0,0,0,0,0,2,12of12inf
ABSCESSED,230,2,7.580793722728488e-11,1.8635423199971865e-10,1.78552975354521e-07,2,0,0,0,0,0,0,0,0,2,12of12inf
ABSCESSES,231,322,1.2205077893592867e-08,6.512971882693265e-09,6.060686180545253e-07,245,0,0,0,0,0,0,0,0,3,12of12inf
ABSCESSING,232,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSCISSA,233,9,3.4113571752278197e-10,2.8138904484213727e-10,1.2602813426878031e-07,8,0,0,0,0,0,0,0,0,3,12of12inf
ABSCISSAE,234,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSCISSAS,235,1,3.790396861364244e-11,3.8401050093365494e-11,4.2925177497834095e-08,1,0,0,0,0,0,0,0,0,3,12of12inf
ABSCISSION,236,4,1.5161587445456976e-10,6.98367246900915e-11,4.241235778775589e-08,4,0,0,0,0,0,0,0,0,3,12of12inf
ABSCISSIONS,237,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSCOND,238,33,1.2508309642502007e-09,4.103438620588506e-10,1.0960360727275376e-07,33,0,0,0,0,0,0,0,0,2,12of12inf
ABSCONDED,239,107,4.055724641659741e-09,9.437580430637058e-09,1.8911761093300812e-06,62,0,0,0,0,0,0,0,0,3,12of12inf
ABSCONDER,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSCONDERS,241,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSCONDING,242,75,2.842797646023183e-09,2.8052606147369825e-09,5.519620929371376e-07,56,0,0,0,0,0,0,0,0,3,12of12inf
ABSCONDS,243,1,3.790396861364244e-11,2.827173537501167e-11,3.160250191579625e-08,1,0,0,0,0,0,0,0,0,2,12of12inf
ABSEIL,244,1,3.790396861364244e-11,3.674715482785391e-11,4.1076432537414965e-08,1,0,0,0,0,0,0,0,0,2,12of12inf
ABSEILED,245,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
ABSEILING,246,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSEILS,247,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
ABSENCE,248,1284033,4.8669946530881144e-05,3.09230144955849e-05,8.754507780405556e-05,341652,2009,0,0,0,0,0,0,0,2,12of12inf
ABSENCES,249,22235,8.427947421243397e-07,9.120488783409798e-07,1.5647728385471737e-05,13610,2009,0,0,0,0,0,0,0,3,12of12inf
ABSENT,250,468159,1.774508404219423e-05,9.746093486489972e-06,3.9481769842985316e-05,169150,0,0,0,0,0,0,0,0,2,12of12inf
ABSENTED,251,47,1.7814865248411947e-09,9.046541391575708e-10,2.3395654945003656e-07,31,0,0,0,0,0,0,0,0,3,12of12inf
ABSENTEE,252,960,3.638780986909674e-08,4.383905133756733e-08,4.3135665818041395e-06,503,0,0,0,0,0,0,0,0,3,12of12inf
ABSENTEEISM,253,8536,3.235482760860519e-07,2.339949526770669e-07,5.506523513205264e-06,5315,2009,0,0,0,0,0,0,0,5,12of12inf
ABSENTEEISMS,254,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
ABSENTEES,255,659,2.497871531639037e-08,1.736624866900183e-08,1.6627835594455647e-06,472,0,0,0,0,0,0,0,0,3,12of12inf
ABSENTING,256,19,7.201754036592064e-10,2.938761014887787e-10,1.254099631326514e-07,12,0,0,0,0,0,0,0,0,3,12of12inf
ABSENTLY,257,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSENTMINDED,258,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABSENTMINDEDLY,259,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
ABSENTMINDEDNESS,260,3,1.1371190584092733e-10,4.264240092490808e-10,3.118611520717411e-07,3,0,0,0,0,0,0,0,0,5,12of12inf
ABSENTMINDEDNESSES,261,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf
ABSENTS,262,116,4.3968603591825235e-09,2.020355720512844e-09,2.8009411328178833e-07,101,0,0,0,0,0,0,0,0,2,12of12inf
ABSINTH,263,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
ABSINTHE,264,5,1.895198430682122e-10,2.550970770820345e-10,1.8507869838617585e-07,3,0,0,0,0,0,0,0,0,2,12of12inf
ABSINTHES,265,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSINTHS,266,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
ABSOLUTE,267,1089224,4.128591230922608e-05,3.223040765152498e-05,9.069964972376469e-05,340418,0,0,0,0,0,0,0,0,3,12of12inf
ABSOLUTELY,268,69291,2.6264038892078983e-06,1.3293352259893691e-06,1.394090292262587e-05,38449,0,0,0,0,0,0,0,0,4,12of12inf
ABSOLUTENESS,269,4,1.5161587445456976e-10,1.0509918118505083e-10,9.3887475193855e-08,2,0,0,0,0,0,0,0,0,4,12of12inf
ABSOLUTENESSES,270,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
ABSOLUTES,271,167,6.329962758478288e-09,2.6589947379188853e-09,4.778616313589031e-07,70,0,0,0,0,0,0,0,0,3,12of12inf
ABSOLUTEST,272,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABSOLUTION,273,65,2.4637579598867588e-09,1.6328363322383097e-09,3.5314122998763746e-07,55,0,0,0,0,0,0,0,0,4,12of12inf
ABSOLUTIONS,274,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABSOLUTISM,275,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
ABSOLUTISMS,276,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
ABSOLUTIST,277,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABSOLUTISTS,278,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABSOLVE,279,1974,7.482243404333017e-08,4.260587698335751e-08,1.7436608523905032e-06,1558,0,0,0,2009,0,0,0,0,2,12of12inf
ABSOLVED,280,803,3.043688679675488e-08,2.2465395748697627e-08,1.7636715093783392e-06,582,0,0,0,2009,0,0,0,0,2,12of12inf
ABSOLVES,281,344,1.3038965203093e-08,8.731716463490328e-09,1.0905198362435685e-06,262,0,0,0,2009,0,0,0,0,2,12of12inf
ABSOLVING,282,229,8.680008812524118e-09,9.587040892915727e-09,1.4007739694084697e-06,183,0,0,0,2009,0,0,0,0,3,12of12inf
ABSORB,283,273504,1.0366887031705663e-05,1.0249904214152185e-05,4.24643110466417e-05,144829,0,0,0,0,0,0,0,0,2,12of12inf
ABSORBABLE,284,3151,1.1943540510158733e-07,1.2325609866109364e-07,8.680001656302679e-06,937,0,0,0,0,0,0,0,0,4,10K_2010
ABSORBED,285,62311,2.361834188284674e-06,2.9078519155070567e-06,3.5337513961073845e-05,41782,0,0,0,0,0,0,0,0,2,12of12inf
ABSORBENCIES,286,2,7.580793722728488e-11,3.1924133394908645e-11,2.5243884199569036e-08,2,0,0,0,0,0,0,0,0,4,12of12inf
ABSORBENCY,287,1586,6.011569422123691e-08,3.5329406744634785e-08,2.625657603199826e-06,1234,0,0,0,0,0,0,0,0,4,12of12inf
ABSORBENT,288,9909,3.7559042499258295e-07,5.003006294474329e-07,2.2931035934033474e-05,2854,0,0,0,0,0,0,0,0,3,12of12inf
ABSORBENTS,289,2525,9.570752074944716e-08,1.2358696838887851e-07,8.842786022021162e-06,1049,0,0,0,0,0,0,0,0,3,12of12inf
ABSORBER,290,2993,1.1344657806063182e-07,8.171449520416225e-08,5.368290757432321e-06,1165,0,0,0,0,0,0,0,0,3,10K_2018
ABSORBERS,291,2812,1.0658595974156254e-07,1.1940821223940469e-07,7.275411594678149e-06,1207,0,0,0,0,0,0,0,0,3,10K_2010
ABSORBING,292,14230,5.39373473372132e-07,5.541506585667664e-07,1.0344023966662877e-05,10133,0,0,0,0,0,0,0,0,3,12of12inf
ABSORBINGLY,293,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABSORBS,294,15245,5.77846001514979e-07,5.653636374855008e-07,8.839786747258608e-06,11497,0,0,0,0,0,0,0,0,2,12of12inf
ABSORPTION,295,112599,4.267948961927525e-06,4.639874139827382e-06,3.989937350451166e-05,53097,0,0,0,0,0,0,0,0,3,12of12inf
ABSORPTIONS,296,654,2.4789195473322157e-08,2.0504545658556666e-08,1.9348705381002035e-06,377,0,0,0,0,0,0,0,0,3,12of12inf
ABSORPTIVE,297,363,1.3759140606752207e-08,8.413869136133601e-09,7.033641760434322e-07,284,0,0,0,0,0,0,0,0,3,12of12inf
ABSTAIN,298,81897,3.104221317551475e-06,7.264196560169991e-06,8.06889212051733e-05,45373,0,0,0,0,0,0,0,0,2,12of12inf
ABSTAINED,299,34163,1.2949132797478666e-06,3.5437390899247667e-06,5.505133496711091e-05,19269,0,0,0,0,0,0,0,0,2,12of12inf
ABSTAINER,300,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSTAINERS,301,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSTAINING,302,28322,1.0735161990755811e-06,2.724056554094392e-06,5.3696587347508956e-05,15763,0,0,0,0,0,0,0,0,3,12of12inf
ABSTAINS,303,2187,8.289597935803602e-08,4.8339254941599916e-08,2.611506369871487e-06,1745,0,0,0,0,0,0,0,0,2,12of12inf
ABSTEMIOUS,304,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABSTEMIOUSLY,305,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
ABSTEMIOUSNESS,306,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
ABSTEMIOUSNESSES,307,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf
ABSTENTION,308,7655,2.9015487973743287e-07,3.528423635924376e-07,1.6664793092615275e-05,4035,0,0,0,0,0,0,0,0,3,12of12inf
ABSTENTIONS,309,54451,2.0639089949814444e-06,5.140435874170442e-06,6.935995098394968e-05,29371,0,0,0,0,0,0,0,0,3,12of12inf
ABSTINENCE,310,1481,5.613577751680445e-08,3.164630523571177e-08,2.849415993607158e-06,518,0,0,0,0,0,0,0,0,3,12of12inf
ABSTINENCES,311,3,1.1371190584092733e-10,1.45553761403652e-11,1.3214755975447873e-08,2,0,0,0,0,0,0,0,0,4,12of12inf
ABSTINENT,312,217,8.22516118916041e-09,4.5936539451905785e-09,6.38893575243271e-07,100,0,0,0,0,0,0,0,0,3,12of12inf
ABSTRACT,313,25812,9.783772378553387e-07,8.029540996734209e-07,2.3869748633562285e-05,11216,0,0,0,0,0,0,0,0,2,12of12inf
ABSTRACTED,314,348,1.319058107754757e-08,1.5119651324029146e-08,1.9119481037614584e-06,260,0,0,0,0,0,0,0,0,3,12of12inf
ABSTRACTEDLY,315,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABSTRACTEDNESS,316,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABSTRACTEDNESSES,317,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
ABSTRACTING,318,1343,5.09050298481218e-08,5.338989647661183e-08,3.7353808844924992e-06,777,0,0,0,0,0,0,0,0,3,12of12inf
ABSTRACTION,319,1374,5.208005287514472e-08,3.235869018242041e-08,1.8177307551274501e-06,784,0,0,0,0,0,0,0,0,3,12of12inf
ABSTRACTIONS,320,85,3.2218373321596077e-09,3.491683773381562e-09,6.800860224759086e-07,71,0,0,0,0,0,0,0,0,3,12of12inf
ABSTRACTLY,321,13,4.927515919773517e-10,3.1955869595153715e-10,1.453894373388856e-07,9,0,0,0,0,0,0,0,0,3,12of12inf
ABSTRACTNESS,322,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSTRACTNESSES,323,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABSTRACTS,324,32022,1.2137608829460582e-06,6.597600660120325e-07,8.26121057044479e-06,21446,0,0,0,0,0,0,0,0,2,12of12inf
ABSTRUSE,325,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
ABSTRUSELY,326,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSTRUSENESS,327,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSTRUSENESSES,328,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABSURD,329,73,2.7669897087958983e-09,2.472069975536528e-09,4.6239108291459437e-07,55,0,0,0,0,0,0,0,0,2,12of12inf
ABSURDER,330,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSURDEST,331,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSURDITIES,332,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABSURDITY,333,9,3.4113571752278197e-10,5.837928299517436e-10,3.049516728189211e-07,7,0,0,0,0,0,0,0,0,4,12of12inf
ABSURDLY,334,2,7.580793722728488e-11,1.2660245654068964e-10,1.2768655433880174e-07,2,0,0,0,0,0,0,0,0,3,12of12inf
ABSURDNESS,335,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ABSURDNESSES,336,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ABUNDANCE,337,10520,3.987497498155185e-07,3.765191181463942e-07,8.614073863566673e-06,7962,0,2009,0,0,0,0,0,0,3,12of12inf
ABUNDANCES,338,92,3.4871651124551047e-09,1.9400140347418374e-09,3.206819162283624e-07,71,0,0,0,0,0,0,0,0,4,12of12inf
ABUNDANT,339,15219,5.768604983310243e-07,5.25960075421179e-07,9.249611905777076e-06,10898,0,2009,0,0,0,0,0,0,3,12of12inf
ABUNDANTLY,340,534,2.0240719239685064e-08,1.912971976313933e-08,1.572761803178099e-06,493,0,0,0,0,0,0,0,0,4,12of12inf
ABUSE,341,263960,1.000513155525706e-05,5.7127285294788514e-06,4.686263372497088e-05,80013,2009,0,0,0,0,0,0,0,2,12of12inf
ABUSED,342,4234,1.604854031101621e-07,1.3113801035410612e-07,4.379539810043219e-06,2958,2009,0,0,0,0,0,0,0,2,12of12inf
ABUSER,343,182,6.898522287682924e-09,4.548669722748448e-09,6.864185274006109e-07,89,0,0,0,0,0,0,0,0,3,12of12inf
ABUSERS,344,994,3.7676544801960584e-08,2.404673257929112e-08,1.8210703111222637e-06,572,0,0,0,0,0,0,0,0,3,12of12inf
ABUSES,345,8850,3.354501222307356e-07,2.796208357037293e-07,4.611128530517597e-06,7537,2009,0,0,0,0,0,0,0,3,12of12inf
ABUSING,346,1253,4.749367267289398e-08,3.1375633726069934e-08,1.9377837194267397e-06,1021,2009,0,0,0,0,0,0,0,3,12of12inf
ABUSIVE,347,32348,1.2261175767141058e-06,5.583518503228828e-07,6.239023500237777e-06,23346,2009,0,0,0,0,0,0,0,3,12of12inf
ABUSIVELY,348,51,1.9331023992957647e-09,1.0157881095656528e-09,2.7417722158500925e-07,29,2009,0,0,0,0,0,0,0,4,12of12inf
ABUSIVENESS,349,25,9.47599215341061e-10,4.872300432163599e-10,1.5633514865554605e-07,18,2009,0,0,0,0,0,0,0,4,12of12inf
ABUSIVENESSES,350,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
ABUT,351,876,3.320387650555078e-08,3.334134112646594e-08,2.3358407018885637e-06,739,0,0,0,0,0,0,0,0,2,12of12inf
ABUTMENT,352,345,1.3076869171706643e-08,1.0160497123633875e-08,2.214588715582793e-06,151,0,0,0,0,0,0,0,0,3,12of12inf
ABUTMENTS,353,283,1.0726823117660811e-08,6.730504800570637e-09,8.818671981710219e-07,179,0,0,0,0,0,0,0,0,3,12of12inf
ABUTS,354,1185,4.491620280716629e-08,3.8897070453097653e-08,5.063496866404928e-06,879,0,0,0,0,0,0,0,0,2,12of12inf
ABUTTED,355,29,1.0992150897956309e-09,6.811550554791257e-10,2.4070519729990116e-07,24,0,0,0,0,0,0,0,0,3,12of12inf
ABUTTING,356,5532,2.0968475437066998e-07,8.222661417528534e-08,2.68239436951676e-06,3248,0,0,0,0,0,0,0,0,3,12of12inf
ABUZZ,357,110,4.169436547500668e-09,4.595404751147356e-09,1.583857302524043e-06,19,0,0,0,0,0,0,0,0,2,12of12inf
ABYSMAL,358,24,9.096952467274186e-10,2.1675974069158146e-09,7.702198228909476e-07,23,0,0,0,0,0,0,0,0,3,12of12inf
ABYSMALLY,359,1,3.790396861364244e-11,3.920236517246291e-11,4.382089758669412e-08,1,0,0,0,0,0,0,0,0,4,12of12inf
ABYSS,360,179,6.784810381841997e-09,7.375423838452573e-09,1.1575635583607885e-06,92,0,0,0,0,0,0,0,0,2,12of12inf
ABYSSAL,361,118,4.472668296409808e-09,3.0480497333531634e-09,8.323329263579297e-07,38,0,0,0,0,0,0,0,0,3,12of12inf
ABYSSES,362,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ACACIA,363,14102,5.345217653895857e-07,4.083529467053163e-07,2.463027584660378e-05,2117,0,0,0,0,0,0,0,0,3,12of12inf
ACACIAS,364,93,3.525069081068747e-09,1.7507831491547937e-09,4.409184306352617e-07,54,0,0,0,0,0,0,0,0,4,12of12inf
ACADEME,365,17,6.443674664319215e-10,6.708636827562176e-10,3.3556144261434824e-07,17,0,0,0,0,0,0,0,0,3,12of12inf
ACADEMES,366,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ACADEMIA,367,5491,2.0813069165751064e-07,1.6337667218358793e-07,4.542067862940582e-06,4040,0,0,0,0,0,0,0,0,5,12of12inf
ACADEMIAS,368,3,1.1371190584092733e-10,4.6892341918423035e-11,3.036389182191921e-08,3,0,0,0,0,0,0,0,0,5,12of12inf
ACADEMIC,369,178030,6.748043532286764e-06,4.655714507963816e-06,4.374647511834442e-05,56150,0,0,0,0,0,0,0,0,4,12of12inf
ACADEMICALLY,370,769,2.9148151863891036e-08,2.0820609871020126e-08,1.4428458063161577e-06,535,0,0,0,0,0,0,0,0,6,12of12inf
ACADEMICIAN,371,164,6.21625085263736e-09,6.764248013555967e-09,8.695340360441437e-07,152,0,0,0,0,0,0,0,0,5,12of12inf
ACADEMICIANS,372,143,5.420267511750869e-09,5.063196349505121e-09,7.122497562745675e-07,142,0,0,0,0,0,0,0,0,5,12of12inf
ACADEMICS,373,3086,1.1697164714170058e-07,9.487023070125168e-08,5.849287833828019e-06,1925,0,0,0,0,0,0,0,0,4,12of12inf
ACADEMIES,374,4328,1.640483761598445e-07,2.1589662908099085e-07,2.2114119813660934e-05,1205,0,0,0,0,0,0,0,0,4,12of12inf
ACADEMY,375,66131,2.5066273483887885e-06,2.3732667835293864e-06,5.130783708128721e-05,29194,0,0,0,0,0,0,0,0,4,12of12inf
ACANTHI,376,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
ACANTHUS,377,5,1.895198430682122e-10,6.623492032733161e-11,3.876482989833759e-08,4,0,0,0,0,0,0,0,0,3,12of12inf
ACANTHUSES,378,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
ACCEDE,379,2574,9.756481521151565e-08,5.98842427403674e-08,3.5993190464405925e-06,1480,0,0,0,0,0,0,0,0,2,12of12inf
ACCEDED,380,1295,4.908563935466696e-08,2.0966224409015547e-08,1.4352700959301318e-06,797,0,0,0,0,0,0,0,0,3,12of12inf
ACCEDES,381,1023,3.8775759891756216e-08,9.071323239684548e-09,7.115484052545815e-07,517,0,0,0,0,0,0,0,0,2,12of12inf
ACCEDING,382,6700,2.539565897114044e-07,6.606946524199854e-08,8.825676589762182e-06,1210,0,0,0,0,0,0,0,0,3,12of12inf
ACCELERANT,383,425,1.610918666079804e-08,1.1594385032233926e-08,1.35272851084516e-06,222,0,0,0,0,0,0,0,0,4,10K_2018
ACCELERATE,384,530880,2.01224588576105e-05,1.4814204797134632e-05,4.9924163413362206e-05,241020,0,0,0,0,0,0,0,0,4,12of12inf
ACCELERATED,385,6090662,0.0002308602612843047,0.00039316050743555634,0.0009482466007075917,819258,0,0,0,0,0,0,0,0,5,12of12inf
ACCELERATES,386,26367,9.994139404359103e-07,7.988614657981623e-07,9.976734420664473e-06,19465,0,0,0,0,0,0,0,0,4,12of12inf
ACCELERATING,387,72789,2.75899197141842e-06,2.4368356753271923e-06,1.9154303897880557e-05,51476,0,0,0,0,0,0,0,0,5,12of12inf
ACCELERATION,388,958811,3.6342742050415125e-05,1.9930036861243317e-05,6.798131516146451e-05,241776,0,0,0,0,0,0,0,0,5,12of12inf
ACCELERATIONS,389,11737,4.4487887961832135e-07,2.675711692328724e-07,5.87629262735482e-06,6975,0,0,0,0,0,0,0,0,5,12of12inf
ACCELERATOR,390,17106,6.483852871049676e-07,6.435408467304173e-07,2.0524335738228362e-05,5715,0,0,0,0,0,0,0,0,5,12of12inf
ACCELERATORS,391,8051,3.051648513084353e-07,2.607210739674101e-07,1.2781800887774888e-05,2627,0,0,0,0,0,0,0,0,5,12of12inf
ACCELEROMETER,392,865,3.2786932850800714e-08,2.3768276650957006e-08,2.611053085242269e-06,327,0,0,0,0,0,0,0,0,6,10K_2010
ACCENT,393,7656,2.9019278370604655e-07,3.374958898111443e-07,6.786716280328254e-05,2517,0,0,0,0,0,0,0,0,2,12of12inf
ACCENTED,394,384,1.4555123947638698e-08,1.41547569157338e-08,1.242585905672244e-06,335,0,0,0,0,0,0,0,0,3,12of12inf
ACCENTING,395,70,2.653277802954971e-09,5.282125647096903e-09,1.2391596307393632e-06,63,0,0,0,0,0,0,0,0,3,12of12inf
ACCENTS,396,2879,1.0912552563867658e-07,1.2053020723157644e-07,7.044732651908525e-06,1522,0,0,0,0,0,0,0,0,2,12of12inf
ACCENTUAL,397,1,3.790396861364244e-11,1.6601316897523864e-11,1.855716113990127e-08,1,0,0,0,0,0,0,0,0,4,12of12inf
ACCENTUATE,398,1010,3.8283008299778865e-08,3.749407562383056e-08,2.157471631199844e-06,867,0,0,0,0,0,0,0,0,4,12of12inf
ACCENTUATED,399,2195,8.319921110694516e-08,6.860540297947325e-08,3.0316814424096577e-06,2030,0,0,0,0,0,0,0,0,5,12of12inf
ACCENTUATES,400,211,7.997737377478556e-09,7.572191565753543e-09,1.1080368778127945e-06,177,0,0,0,0,0,0,0,0,4,12of12inf
ACCENTUATING,401,125,4.737996076705306e-09,5.8755135099750235e-09,8.565632689272702e-07,120,0,0,0,0,0,0,0,0,5,12of12inf
ACCENTUATION,402,38,1.4403508073184128e-09,2.9830056797537564e-09,6.345090487941113e-07,38,0,0,0,0,0,0,0,0,5,12of12inf
ACCENTUATIONS,403,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
ACCEPT,404,994104,3.768048681469641e-05,2.2179235906047774e-05,6.45470001639437e-05,304448,0,0,0,0,0,0,0,0,2,12of12inf
ACCEPTABILITIES,405,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf
ACCEPTABILITY,406,23088,8.751268273517767e-07,8.487277017643523e-07,1.0995900342758793e-05,17824,0,0,0,0,0,0,0,0,6,12of12inf
ACCEPTABLE,407,1937289,7.343094145155476e-05,5.040438756109497e-05,9.84594837808077e-05,478375,0,0,0,0,0,0,0,0,4,12of12inf
ACCEPTABLENESS,408,15,5.685595292046366e-10,7.589296726120416e-10,2.5010001776032965e-07,14,0,0,0,0,0,0,0,0,5,12of12inf
ACCEPTABLENESSES,409,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf
ACCEPTABLY,410,1148,4.3513755968461526e-08,3.975860559869503e-08,2.183813715439701e-06,948,0,0,0,0,0,0,0,0,4,12of12inf
ACCEPTANCE,411,2496485,9.462668908442915e-05,7.086613632912785e-05,0.00018398963092901863,458730,0,0,0,0,0,0,0,0,3,12of12inf
